Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2012-02-01,103.7709732055664,104.29581929446745,103.50463554010163,103.62996317776424,166234500
2012-02-02,103.9354476928711,104.20179725175318,103.56728215128663,103.97461780032775,113090400
2012-02-03,105.39250946044922,105.45517925498646,104.7893350999803,104.9695032886242,160598500
2012-02-06,105.32201385498047,105.36901321415418,104.83633787279669,104.953836270731,107694500
2012-02-07,105.58831024169922,105.76849031880522,104.6874576683165,105.10263444940976,135528100
2012-02-08,105.90165710449219,105.92515677444764,105.21230157770107,105.64314878194551,139361400
2012-02-09,106.03486633300781,106.21503452240498,105.40818033805628,106.0740364488875,148602900
2012-02-10,105.2514877319336,105.33765718592534,104.84414013551465,105.09481925732275,167907500
2012-02-13,106.03486633300781,106.16020592260635,105.54919036461493,106.00353741212875,115841900
2012-02-14,105.90165710449219,105.96432687538561,105.16530223779014,105.75281789274986,165329500
2012-02-15,105.40816497802734,106.40302840180281,105.19665594553095,106.24635991415488,195195100
2012-02-16,106.57537078857422,106.66936949361072,105.22800023553205,105.41600959864485,186567800
2012-02-17,106.85737609863281,107.02971502211136,106.5048690108047,106.94354556037209,129869400
2012-02-21,106.90437316894531,107.35872014359995,106.57536576378972,107.10804100460184,134042300
2012-02-22,106.55973052978516,106.96707828869881,106.37172111343043,106.73989874980644,124455300
2012-02-23,107.02972412109375,107.10805239558147,106.14452975279488,106.50487806516803,137704300
2012-02-24,107.26470184326172,107.4762108575834,107.02970510850251,107.26470184326172,105539100
2012-02-27,107.44488525390625,107.73472253773026,106.37952286237088,106.55186177519563,145728900
2012-02-28,107.75821685791016,107.88355641610764,107.26469981815639,107.47620882848489,129355900
2012-02-29,107.33524322509766,108.25176660942735,106.95922443687898,107.91491793911167,185934700
2012-03-01,107.89138793945312,108.09506771409414,107.26470208824105,107.56238055700044,145023500
2012-03-02,107.56238555908203,107.96190393374111,107.31954761929103,107.82089393296762,120638300
2012-03-05,107.12371826171875,107.47622536447656,106.75554072351572,107.39789709333039,140765000
2012-03-06,105.5570068359375,106.08968209772472,105.25149909390312,106.02702426354716,202129900
2012-03-07,106.2933578491211,106.46569676914977,105.69800086973503,105.79984076421722,143692200
2012-03-08,107.35088348388672,107.57023371629408,106.72420951600198,106.94354779536958,116968900
2012-03-09,107.76605987548828,108.04805595664975,107.42138206112868,107.55455086157883,122836800
2012-03-12,107.77389526367188,107.91489331229596,107.39004732068567,107.75039558890118,104003500
2012-03-13,109.71660614013672,109.77144668099152,108.17339714545535,108.3535772485166,184090500
2012-03-14,109.59912872314453,110.02213488515875,109.26228007944952,109.74796798758832,145163600
2012-03-15,110.23360443115234,110.28060377085875,109.48157913674012,109.76358712801513,165118500
2012-03-16,110.3862533569336,110.52786929905052,110.15021478131807,110.43345867097257,152893500
2012-03-19,110.81903076171875,111.15734364421658,110.23680365517167,110.31548721201662,125291100
2012-03-20,110.49642181396484,110.63017422821177,109.86698950747957,110.1895752152989,121729700
2012-03-21,110.31548309326172,110.66165951634906,110.08730799018566,110.5593853027794,122388400
2012-03-22,109.52079772949219,109.79617810670207,109.15888226818913,109.50505862082873,135216700
2012-03-23,109.87487030029297,110.00075918242834,109.00941124781761,109.61524098834757,120521000
2012-03-26,111.41692352294922,111.4169235229492,110.62227286097814,110.66160261228296,120164000
2012-03-27,111.07079315185547,111.59007579819996,110.99998515610618,111.51926780245067,119868500
2012-03-28,110.52003479003906,111.18880892911444,109.86699976158603,111.0157147285402,148562100
2012-03-29,110.33116912841797,110.53574149025381,109.4342321727186,109.86696754727099,164963700
2012-03-30,110.78755187988281,110.97638521193586,110.18959766985255,110.87409898972899,135486800
2012-04-02,111.59790802001953,111.88902748540868,110.43346617472737,110.65376565882531,151741100
2012-04-03,111.1415786743164,111.62939500349768,110.48854372179468,111.4405617142576,155806700
2012-04-04,110.04010009765625,110.41775473568244,109.63096723663026,110.32334407753201,146896000
2012-04-05,109.9849853515625,110.30757100816872,109.5679890658699,109.66241170037708,137439400
2012-04-09,108.7497787475586,110.02437076760177,108.45079562960257,108.60028718858058,127555900
2012-04-10,106.92439270019531,108.84415569468877,106.81424295487628,108.53730911805559,235360300
2012-04-11,107.7898941040039,108.21475409764719,107.5931972169528,108.01805721059608,154133000
2012-04-12,109.19822692871094,109.28477403003332,107.81348531297691,107.89216886160595,154321500
2012-04-13,107.90003967285156,109.22184894511064,107.79775345383767,108.94646851180778,169246700
2012-04-16,107.8292236328125,108.60813553357626,107.45943256673166,108.45078044289637,147825300
2012-04-17,109.42639923095703,109.64669875500175,108.34062871571972,108.45077847774208,147877600
2012-04-18,109.05659484863281,109.42638586283728,108.87563712000792,108.93858154853444,123884200
2012-04-19,108.3563461303711,109.48144618822352,107.8449391959693,109.07232544287058,198666700
2012-04-20,108.5373306274414,109.22970745261394,108.47438618829625,108.83631371202486,143199600
2012-04-23,107.62464141845703,107.71906406861358,106.95587934255494,107.42794457164652,171844900
2012-04-24,108.03375244140625,108.30913277359257,107.63249527675967,107.71904235212504,137484200
2012-04-25,109.5129623413086,109.56016767401641,108.99367967067184,109.08809033608746,150252200
2012-04-26,110.2761001586914,110.40198899578839,109.21393260449364,109.27687702304213,136291600
2012-04-27,110.45708465576172,110.77179481943324,109.99288296244808,110.60657618540381,130725000
2012-04-30,110.04794311523438,110.31545993911485,109.7489720850726,110.23677640172255,115092200
2012-05-01,110.73243713378906,111.45627993206782,109.8591028435599,109.98497967403695,138832200
2012-05-02,110.4020004272461,110.51215016975621,109.7253628645635,110.08727830191609,121081000
2012-05-03,109.56012725830078,110.5042695804479,109.35556689021888,110.41772250060153,143759700
2012-05-04,107.7898941040039,109.5995078659591,107.72694965949653,108.98581453879368,193927300
2012-05-07,107.8685531616211,108.23046862855786,107.36500972535332,107.40433948949068,127765900
2012-05-08,107.43584442138672,107.60893864615225,106.15337684846716,107.22340841727892,213377700
2012-05-09,106.79851531982422,107.4830164476498,105.81503116815676,106.29497191438735,220752500
2012-05-10,107.01883697509766,107.67187202771204,106.77493477583461,107.53810759060882,150600000
2012-05-11,106.69625091552734,107.68759882090662,106.30285717452259,106.35006250257528,153032400
2012-05-14,105.51604461669922,106.69622555924433,105.35868955877748,105.67339967462097,163910000
2012-05-15,104.91026306152344,106.06684187508459,104.74504437697291,105.44528490987355,207629300
2012-05-16,104.50896453857422,105.8622397332053,104.48536187864408,105.38229897225565,207265500
2012-05-17,102.95899963378906,104.65846329891845,102.90391875319162,104.53257443362969,247992900
2012-05-18,102.07782745361328,103.5412528685065,101.92833588888035,103.36028307676348,319615900
2012-05-21,103.83231353759766,103.87165530087665,102.24299994340677,102.40823054701032,177861100
2012-05-22,104.01329803466797,104.82368814419493,103.33666035040604,104.09984513400694,197531200
2012-05-23,104.06837463378906,104.21786616334907,102.27450028991524,103.26584810981713,204958400
2012-05-24,104.27291870117188,104.51682084048026,103.39958432806752,104.35160223242937,167357600
2012-05-25,103.93463897705078,104.52472963285064,103.68286120130544,104.23361007896695,135465600
2012-05-29,105.19346618652344,105.37442391532048,103.2028951534894,104.76860630034295,152883500
2012-05-30,103.6670913696289,105.18559711673433,103.45466744039395,104.29652361704946,162370400
2012-05-31,103.43895721435547,104.2100056298871,102.5498834664285,103.62779054293308,196186000
2012-06-01,100.8346939086914,103.46256140840906,100.8346939086914,101.81817833272572,253240900
2012-06-04,100.78746032714844,101.29100373089713,100.03213921881455,101.01562336718477,202545800
2012-06-05,101.55066680908203,101.70014634720192,100.53570422682108,100.59077911085649,164149400
2012-06-06,103.83231353759766,103.87951885136421,102.22726083701104,102.25873904980249,184202800
2012-06-07,103.89525604248047,105.05969778046497,103.68282012902655,105.01249246756863,184772700
2012-06-08,104.7214126586914,104.74501532136568,103.29731731327685,103.62777860156376,143915400
2012-06-11,103.39173126220703,105.62620451363352,103.28944506228358,105.56326008332852,169756100
2012-06-12,104.57979583740234,104.65060383298142,103.19505412257095,103.69072209704919,181931800
2012-06-13,103.9110107421875,104.92596113803044,103.5569468314909,104.27292619898456,172223900
2012-06-14,105.01253509521484,105.4295315356307,103.84021732558944,104.12346132336486,230615500
2012-06-15,106.08650970458984,106.18140953478171,105.2640163517939,105.4854573339939,169444500
2012-06-18,106.2921142578125,106.55310081975215,105.40635046041251,105.64361206832369,131360900
2012-06-19,107.32023620605469,107.75521379453035,106.26838569851404,106.82990441593283,137382600
2012-06-20,107.14625549316406,107.63659939815206,106.18931677395216,107.3281629089047,206451800
2012-06-21,104.74205017089844,107.38353354106623,104.65505463151545,107.2728130425451,205272200
2012-06-22,105.54874420166016,105.74646025683006,104.88440908489022,105.28775756072024,130029200
2012-06-25,103.85627746582031,104.47315048689512,103.48457038034853,104.43360486910761,146375700
2012-06-26,104.37823486328125,104.694587726656,103.54782518991081,104.15679389273285,141634000
2012-06-27,105.3193588256836,105.52497912405907,104.37032442664945,104.72621081783386,108088000
2012-06-28,105.01882934570312,105.1770118059734,103.82462900347815,104.62339733028232,169242100
2012-06-29,107.63660430908203,107.77104975231087,106.64802422566882,106.92481940844773,212250900
2012-07-02,107.9608383178711,108.07155879313768,107.17789069549552,107.93711336371588,129524500
2012-07-03,108.6726303100586,108.75170947324732,107.82639999730922,107.93712047987546,80450000
2012-07-05,108.18230438232422,108.9810849164047,107.78687229777096,108.26929992363111,126177500
2012-07-06,107.1541748046875,107.37561577395066,106.64802229385347,107.13835414470363,151192100
