Date,Close,High,Low,Open,Volume
,IWM,IWM,IWM,IWM,IWM
2012-02-01,66.89675903320312,67.04593441550179,65.860820634703,66.10115910189897,67292200
2012-02-02,67.27799224853516,67.56805377280712,66.91333986209781,67.16196763882637,46400100
2012-02-03,68.74488067626953,68.96864694721938,68.15646832981955,68.3470838079299,72738000
2012-02-06,68.5210952758789,68.7282829120151,68.26418463038678,68.42993221014979,34516000
2012-02-07,68.47967529296875,68.7780260822897,68.02386615357659,68.46310305928057,41623400
2012-02-08,68.62886810302734,68.9603697667139,67.8995695012116,68.62058514551472,46697400
2012-02-09,68.2890625,68.81117319195158,67.82495778428776,68.80288391411752,48712500
2012-02-10,67.35258483886719,67.68408647317584,67.1951264627931,67.54320033352668,42503000
2012-02-13,68.2227783203125,68.31394143113532,67.63436590137212,68.04874137861475,38574100
2012-02-14,67.9161148071289,68.05700722626126,67.42715494731009,67.8829703444851,49375200
2012-02-15,67.35258483886719,68.31393894607551,67.1288248713578,68.30564966642915,59836600
2012-02-16,68.6205825805664,68.70345641267325,67.36087757021731,67.39402836763367,61456800
2012-02-17,68.6122817993164,69.04322944775494,68.47967863187868,69.02665721325874,33292000
2012-02-21,68.148193359375,68.81947960515154,67.81669171500175,68.72002721497918,39889400
2012-02-22,67.60950469970703,68.2559294355614,67.54320310555067,67.93271706763421,42626900
2012-02-23,68.6205825805664,68.66201633518578,67.3443053329432,67.71724073885801,53177500
2012-02-24,68.48796844482422,68.81118076439121,68.34708232047288,68.64543312666811,37607700
2012-02-27,68.37194061279297,68.74487594153422,67.33600211865975,67.82496205291457,51807700
2012-02-28,68.18961334228516,68.83603794069062,67.82496097482908,68.41337959426654,47680600
2012-02-29,67.17024230957031,68.75315275370498,67.10394074047943,68.41336827712905,64213200
2012-03-01,67.518310546875,68.26418733104659,67.42714747753931,67.44371970702528,69526300
2012-03-02,66.50724029541016,67.65920320404345,66.16744949070105,67.47687704764986,70789500
2012-03-05,66.5818099975586,66.63153932551002,65.81936107952286,66.2917485964433,44334800
2012-03-06,65.2558364868164,65.98514124041529,64.98235352708367,65.81938728602152,80769300
2012-03-07,65.86911010742188,65.93540535974395,65.28898080882352,65.39672244922107,57456300
2012-03-08,66.72272491455078,66.87190030305042,65.76137100580502,66.30006025999073,43803100
2012-03-09,67.62606048583984,68.08187593119634,66.68128512897957,66.731008151067,61462900
2012-03-12,67.49346923828125,67.89955537229072,67.17025692223149,67.74209069216037,34084200
2012-03-13,68.83605194091797,68.86091345777977,67.46032865066543,68.00730099022888,60998100
2012-03-14,68.27250671386719,68.97695013877505,67.96587288327146,68.75318382269161,46707700
2012-03-15,68.84430694580078,68.88574700185096,67.98240562744867,68.16473175748574,58740500
2012-03-16,68.78629302978516,69.01005288770111,68.4962316129072,68.96861915549836,42045800
2012-03-19,69.36642456054688,69.93826451327706,68.57911399847194,68.69513857977002,66822800
2012-03-20,68.74488067626953,69.0349485328984,68.43824690752174,68.88577312655423,43829100
2012-03-21,68.72828674316406,69.14266203853515,68.487948313105,68.95204662060375,40504700
2012-03-22,68.06529235839844,68.33878160545439,67.64263405607491,68.03214157182808,60102900
2012-03-23,68.73115539550781,68.82259793319247,67.54240874785562,68.16587713629735,46464800
